time,ch1,ch2,ch3
987.0,1.45,1.46,1.58
989.0,1.46,1.46,1.61
991.0,1.54,1.45,1.64
993.0,1.52,1.45,1.64
995.0,1.5,1.45,1.62
997.0,1.47,1.45,1.61
999.0,1.39,1.45,1.58
1001.0,1.44,1.45,1.58
1003.0,1.46,1.46,1.59
1005.0,1.44,1.46,1.59
1007.0,1.46,1.46,1.63
1009.0,1.45,1.46,1.66
1011.0,1.47,1.46,1.69
1013.0,1.5,1.45,1.67
1015.0,1.49,1.45,1.66
1017.0,1.46,1.45,1.66
1019.0,1.44,1.45,1.66
1021.0,1.45,1.45,1.66
1024.0,1.45,1.46,1.65
1025.0,1.43,1.46,1.65
1027.0,1.44,1.46,1.66
1029.0,1.44,1.46,1.68
1031.0,1.46,1.46,1.69
1033.0,1.46,1.45,1.67
1035.0,1.47,1.45,1.63
1037.0,1.47,1.45,1.63
1039.0,1.45,1.46,1.63
1041.0,1.36,1.46,1.62
1043.0,1.37,1.46,1.63
1045.0,1.48,1.46,1.65
1047.0,1.53,1.46,1.65
1049.0,1.52,1.46,1.65
1051.0,1.52,1.45,1.65
1053.0,1.52,1.45,1.63
1055.0,1.5,1.45,1.59
1057.0,1.48,1.45,1.55
1059.0,1.45,1.45,1.51
1061.0,1.45,1.46,1.5
1063.0,1.47,1.46,1.5
1065.0,1.46,1.46,1.47
1068.0,1.48,1.46,1.46
1069.0,1.48,1.46,1.46
1071.0,1.48,1.45,1.45
1073.0,1.45,1.45,1.43
1075.0,1.46,1.45,1.44
1077.0,1.47,1.45,1.44
1079.0,1.49,1.45,1.43
1081.0,1.5,1.46,1.44
1083.0,1.49,1.46,1.44
1085.0,1.46,1.46,1.46
1087.0,1.41,1.46,1.46
1089.0,1.52,1.46,1.47
1091.0,1.56,1.45,1.46
1093.0,1.55,1.45,1.45
1095.0,1.52,1.45,1.46
1097.0,1.51,1.46,1.46
1099.0,1.49,1.45,1.48
1101.0,1.47,1.46,1.46
1103.0,1.46,1.46,1.45
1105.0,1.47,1.46,1.44
1107.0,1.48,1.46,1.44
1110.0,1.47,1.46,1.45
1111.0,1.51,1.45,1.45
1113.0,1.53,1.45,1.44
1115.0,1.51,1.45,1.43
1117.0,1.48,1.45,1.44
1119.0,1.48,1.45,1.42
1121.0,1.45,1.46,1.42
1123.0,1.43,1.46,1.43
1125.0,1.38,1.46,1.44
1127.0,1.44,1.46,1.48
1129.0,1.47,1.46,1.5
1131.0,1.48,1.45,1.52
1133.0,1.46,1.45,1.52
1135.0,1.45,1.45,1.52
1137.0,1.44,1.45,1.51
1139.0,1.37,1.45,1.53
1141.0,1.4,1.46,1.52
1143.0,1.45,1.46,1.51
1145.0,1.47,1.46,1.51
1147.0,1.51,1.46,1.53
1149.0,1.56,1.46,1.51
1152.0,1.55,1.45,1.51
1154.0,1.53,1.45,1.51
1155.0,1.53,1.45,1.5
1157.0,1.5,1.45,1.48
1159.0,1.48,1.46,1.46
1161.0,1.43,1.46,1.45
1163.0,1.46,1.46,1.42
1165.0,1.47,1.46,1.42
1167.0,1.5,1.46,1.42
1169.0,1.52,1.46,1.43
1171.0,1.51,1.45,1.44
1173.0,1.49,1.45,1.45
1175.0,1.51,1.45,1.45
1177.0,1.51,1.45,1.45
1179.0,1.5,1.45,1.45
1181.0,1.51,1.46,1.45
1183.0,1.51,1.46,1.44
1185.0,1.51,1.46,1.41
1187.0,1.53,1.46,1.4
1189.0,1.55,1.46,1.4
1191.0,1.53,1.45,1.41
1193.0,1.53,1.45,1.4
1196.0,1.6,1.45,1.39
1197.0,1.61,1.45,1.36
1199.0,1.6,1.46,1.35
1201.0,1.6,1.45,1.35
1203.0,1.59,1.46,1.36
1205.0,1.51,1.46,1.37
1207.0,1.47,1.46,1.37
1209.0,1.54,1.46,1.4
1211.0,1.54,1.45,1.4
1213.0,1.49,1.45,1.38
1215.0,1.49,1.45,1.37
1217.0,1.46,1.45,1.37
1219.0,1.45,1.45,1.35
1221.0,1.44,1.46,1.35
1223.0,1.43,1.46,1.35
1225.0,1.42,1.46,1.35
1227.0,1.44,1.46,1.34
1229.0,1.39,1.46,1.34
1231.0,1.46,1.45,1.36
1233.0,1.51,1.45,1.35
1235.0,1.51,1.45,1.37
1238.0,1.49,1.45,1.34
1239.0,1.47,1.45,1.35
1241.0,1.45,1.46,1.35
1243.0,1.44,1.46,1.34
1245.0,1.42,1.46,1.35
1247.0,1.4,1.46,1.38
1249.0,1.4,1.46,1.38
1251.0,1.43,1.46,1.4
1253.0,1.44,1.45,1.4
1255.0,1.42,1.45,1.4
1257.0,1.39,1.45,1.41
1259.0,1.36,1.46,1.4
1261.0,1.31,1.46,1.39
1263.0,1.4,1.46,1.41
1265.0,1.42,1.46,1.43
1267.0,1.43,1.46,1.45
1269.0,1.42,1.46,1.47
1271.0,1.42,1.46,1.48
1273.0,1.41,1.45,1.45
1275.0,1.4,1.45,1.4
1277.0,1.35,1.45,1.39
1280.0,1.31,1.46,1.39
1282.0,1.27,1.46,1.38
1283.0,1.29,1.46,1.37
1285.0,1.38,1.46,1.37
1287.0,1.39,1.46,1.35
1289.0,1.39,1.46,1.36
1291.0,1.41,1.46,1.37
1293.0,1.42,1.45,1.38
1295.0,1.4,1.45,1.39
1297.0,1.39,1.46,1.38
1299.0,1.35,1.45,1.37
1301.0,1.31,1.46,1.42
1303.0,1.36,1.46,1.43
1305.0,1.4,1.46,1.45
1307.0,1.4,1.46,1.45
1309.0,1.39,1.46,1.45
1311.0,1.43,1.45,1.45
1313.0,1.42,1.45,1.41
1315.0,1.41,1.45,1.39
1317.0,1.42,1.46,1.39
1319.0,1.43,1.46,1.39
1321.0,1.38,1.46,1.4
1324.0,1.33,1.46,1.39
1325.0,1.37,1.46,1.4
1327.0,1.38,1.46,1.42
1329.0,1.39,1.46,1.41
1331.0,1.42,1.46,1.38
1333.0,1.42,1.45,1.38
1335.0,1.44,1.45,1.38
1337.0,1.45,1.46,1.39
1339.0,1.44,1.46,1.39
1341.0,1.44,1.46,1.38
1343.0,1.42,1.46,1.37
1345.0,1.39,1.46,1.38
1347.0,1.41,1.46,1.41
1349.0,1.45,1.46,1.44
1351.0,1.47,1.45,1.44
1353.0,1.44,1.46,1.45
1355.0,1.42,1.45,1.44
1357.0,1.38,1.46,1.43
