time,ch2
2104.0,1.27
2106.0,1.51
2108.0,1.57
2110.0,1.66
2112.0,1.67
2113.0,1.69
2115.0,1.75
2117.0,1.75
2119.0,1.79
2121.0,1.85
2123.0,1.81
2125.0,1.9
2127.0,1.91
2129.0,1.98
2131.0,1.86
2134.0,1.85
2136.0,1.92
2138.0,1.98
2140.0,2.01
2142.0,2.0
2144.0,1.96
2146.0,2.02
2148.0,2.17
2150.0,2.24
2152.0,2.11
2154.0,2.13
2155.0,2.27
2157.0,2.18
2159.0,2.24
2161.0,2.06
2163.0,1.99
2165.0,2.12
2167.0,2.05
2169.0,1.99
2171.0,1.97
2173.0,1.93
2176.0,1.96
2178.0,1.95
2180.0,1.94
2182.0,1.88
2184.0,1.75
2186.0,1.73
2188.0,1.86
2190.0,1.87
2192.0,1.88
2194.0,1.8
2196.0,1.79
2198.0,1.75
2199.0,1.63
2201.0,1.53
2203.0,1.49
2205.0,1.58
2207.0,1.65
2209.0,1.7
2211.0,1.65
2213.0,1.57
2215.0,1.61
2217.0,1.55
2220.0,1.63
2222.0,1.66
2224.0,1.69
2226.0,1.76
2228.0,1.79
2230.0,1.83
2232.0,1.84
2234.0,1.78
2236.0,1.81
2238.0,1.82
2240.0,1.85
2242.0,1.77
2243.0,1.7
2245.0,1.76
2247.0,1.81
2249.0,1.78
2251.0,1.7
2253.0,1.72
2255.0,1.81
2257.0,1.76
2259.0,3.0
2262.0,3.05
2264.0,2.51
2266.0,2.29
2268.0,2.12
2270.0,2.09
2272.0,2.06
2274.0,1.97
2276.0,1.89
2278.0,1.85
2280.0,1.83
2282.0,1.65
2284.0,1.48
2285.0,1.53
2287.0,1.56
2289.0,1.56
2291.0,1.58
2293.0,1.5
2295.0,1.57
2297.0,1.53
2299.0,1.5
2301.0,1.49
2304.0,1.48
2306.0,1.5
2308.0,1.53
2310.0,1.62
2312.0,1.57
2314.0,1.55
2316.0,1.7
2318.0,1.52
2320.0,1.43
2322.0,1.49
2324.0,1.47
2326.0,1.6
2327.0,1.68
2329.0,1.61
2331.0,1.53
2333.0,1.5
2335.0,1.54
2337.0,1.57
2339.0,1.56
2341.0,1.61
2343.0,1.57
2345.0,1.58
2348.0,1.64
2350.0,1.72
2352.0,1.65
2354.0,1.68
2356.0,1.72
2358.0,1.65
2360.0,1.67
2362.0,1.66
2364.0,1.69
2366.0,1.67
2368.0,1.69
2370.0,1.73
2371.0,1.71
2373.0,1.7
2375.0,1.74
2377.0,1.75
2379.0,1.74
2381.0,1.65
2383.0,1.55
2385.0,1.5
2387.0,1.63
2390.0,1.62
2392.0,1.56
2394.0,1.59
2396.0,1.71
2398.0,1.68
2400.0,1.72
2402.0,1.66
2404.0,1.63
2406.0,1.61
2408.0,1.64
2410.0,1.67
2412.0,1.6
2413.0,1.57
2415.0,1.55
2417.0,1.54
2419.0,1.57
2421.0,1.57
2423.0,1.61
2425.0,1.69
2427.0,1.74
2429.0,1.81
2432.0,1.7
2434.0,1.64
2436.0,1.65
2438.0,1.79
2440.0,1.83
2442.0,1.73
2444.0,1.66
2446.0,1.69
2448.0,1.72
2450.0,1.67
2452.0,1.64
2454.0,1.7
2456.0,1.63
2457.0,1.66
2459.0,1.64
2461.0,1.59
2463.0,1.5
2465.0,1.54
2467.0,1.59
2469.0,1.57
2471.0,1.5
2473.0,1.51
2476.0,1.57
2478.0,1.52
2480.0,1.54
2482.0,1.5
2484.0,1.44
2486.0,1.38
2488.0,2.59
2490.0,2.22
2492.0,3.3
2494.0,3.3
2496.0,2.82
2498.0,2.31
2499.0,1.95
2501.0,1.66
2503.0,1.48
2505.0,1.46
2507.0,1.3
2509.0,1.26
2511.0,1.16
2513.0,1.11
2515.0,1.06
2518.0,1.09
2520.0,0.98
2522.0,0.93
2524.0,0.89
2526.0,1.05
2528.0,1.13
2530.0,1.21
2532.0,1.14
2534.0,1.09
2536.0,1.12
2538.0,1.18
2540.0,1.18
2542.0,1.25
2543.0,1.24
2545.0,1.31
2547.0,1.34
2549.0,1.34
2551.0,1.31
2553.0,1.37
2555.0,1.44
2557.0,1.45
2560.0,1.46
2562.0,1.39
2564.0,1.37
2566.0,1.36
2568.0,1.37
2570.0,1.45
2572.0,1.49
2574.0,1.52
2576.0,1.5
2578.0,1.56
2580.0,1.54
2582.0,1.48
2584.0,1.46
2586.0,1.42
2587.0,1.52
2589.0,1.48
2591.0,1.4
2593.0,1.41
2595.0,1.5
2597.0,1.49
2599.0,1.44
2601.0,1.39
2604.0,1.47
2606.0,1.47
2608.0,1.5
2610.0,1.51
2612.0,1.51
2614.0,1.52
2616.0,1.52
2618.0,1.45
2620.0,1.45
2622.0,1.45
2624.0,1.44
2626.0,1.46
2628.0,1.47
2629.0,1.49
2631.0,1.38
2633.0,1.41
2635.0,1.39
2637.0,1.49
2639.0,1.45
2641.0,1.43
2643.0,1.43
2646.0,1.47
2648.0,1.53
2650.0,1.45
2652.0,1.4
2654.0,1.46
2656.0,1.48
2658.0,1.52
2660.0,1.51
2662.0,1.44
2664.0,1.47
2666.0,1.49
2668.0,1.46
2670.0,1.52
2672.0,1.51
2673.0,1.51
2675.0,1.53
2677.0,1.51
2679.0,1.48
2681.0,1.4
2683.0,1.38
2685.0,1.34
2688.0,1.42
2690.0,1.54
2692.0,1.51
2694.0,1.55
2696.0,1.54
2698.0,1.57
2700.0,1.5
2702.0,1.43
2704.0,1.48
2706.0,1.47
2708.0,1.56
2710.0,1.64
2712.0,1.58
2714.0,1.64
2715.0,1.65
2717.0,1.66
2719.0,1.66
2721.0,1.59
2723.0,1.65
2725.0,1.71
2727.0,1.76
2729.0,1.77
2732.0,1.69
2734.0,1.68
2736.0,1.67
2738.0,1.67
2740.0,1.71
2742.0,1.61
2744.0,1.67
2746.0,1.78
2748.0,1.81
2750.0,1.69
2752.0,1.67
2754.0,1.67
2756.0,1.7
2758.0,1.73
2759.0,1.64
2761.0,1.57
2763.0,1.6
